YEAR,MONTH,PLACE,NO2,O3,CO,SO2,PM10,PM25
2015,4,관악구,0.033,0.03,0.6,0.005,49,23
2015,4,광진구,0.034,0.025,0.5,0.005,45,21
2015,4,구로구,0.03,0.035,0.5,0.005,48,22
2015,4,금천구,0.031,0.024,0.6,0.006,41,23
2015,4,길동,0.047,0.021,0.5,0.004,50,22
2015,4,내부순환,0.047,0.023,0.5,0.007,47,22
2015,4,노원구,0.031,0.027,0.4,0.006,43,16
2015,4,도봉구,0.033,0.03,0.5,0.005,42,22
2015,4,동대문,0.048,0.019,0.6,0.006,44,26
2015,4,동대문구,0.038,0.028,0.5,0.006,44,23
2015,4,동작구,0.035,0.029,0.5,0.006,37,22
2015,4,동작대로,0.056,0.017,0.7,0.006,46,2
2015,4,마포구,0.023,0.032,0.5,0.004,48,25
2015,4,서대문구,0.035,0.028,0.4,0.005,42,19
2015,4,서울역,0.054,0.011,0.6,0.005,50,22
2015,4,서초구,0.03,0.025,0.6,0.005,48,2
2015,4,성동구,0.036,0.027,0.5,0.004,45,23
2015,4,성북구,0.035,0.026,0.5,0.006,47,2
2015,4,송파구,0.027,0.028,0.6,0.005,44,19
2015,4,신사동,0.036,0.013,0.9,0.005,47,2
2015,4,신촌,0.057,0.012,0.8,0.007,52,25
2015,4,양재대로,0.056,0.013,0.7,0.004,54,28
2015,4,양천구,0.038,0.027,0.4,0.006,43,2
2015,4,영등포,0.061,0.011,0.6,0.007,56,27
2015,4,영등포구,0.03,0.028,0.7,0.006,51,24
2015,4,용산구,0.036,0.025,0.4,0.005,40,21
2015,4,은평구,0.034,0.021,0.4,0.005,43,21
2015,4,종로,0.051,0.019,0.6,0.005,52,28
2015,4,종로구,0.035,0.026,0.3,0.007,48,2
2015,4,중구,0.042,0.026,0.4,0.005,46,25
2015,4,중랑구,0.037,0.032,0.5,0.006,47,22
2015,4,청계천,0.045,0.02,0.6,0.009,44,17
2015,4,청량리,0.051,0.018,0.7,0.006,46,28
2015,4,태릉,0.05,0.017,0.7,0.004,48,23
2015,3,강남구,0.047,0.022,0.5,0.007,77,32
2015,3,강동구,0.041,0.023,0.6,0.007,68,27
2015,3,강변북로,0.068,0.011,0.7,0.006,77,41
2015,3,강북구,0.035,0.021,0.4,0.006,67,27
2015,3,강서구,0.037,0.025,0.4,0.007,66,3
2015,3,공항로,0.039,0.014,0.7,0.008,96,39
2015,3,관악구,0.042,0.019,0.7,0.007,78,35
2015,3,광진구,0.04,0.021,0.7,0.007,72,25
2015,3,구로구,0.036,0.027,0.6,0.006,72,29
2015,3,금천구,0.038,0.019,0.7,0.007,64,32
2015,3,길동,0.052,0.015,0.7,0.006,72,26
2015,3,내부순환,0.046,0.023,0.6,0.008,74,33
2015,3,노원구,0.039,0.024,0.5,0.008,70,27
2015,3,도봉구,0.037,0.024,0.6,0.007,70,31
2015,3,동대문,0.048,0.018,0.6,0.008,69,38
2015,3,동대문구,0.045,0.022,0.7,0.009,70,31
2015,3,동작구,0.04,0.025,0.6,0.007,67,32
2015,3,동작대로,0.063,0.014,0.8,0.008,75,28
2015,3,마포구,0.037,0.022,0.6,0.006,75,34
2015,3,서대문구,0.044,0.022,0.5,0.007,69,27
2015,3,서울역,0.058,0.011,0.7,0.006,79,33
2015,3,서초구,0.035,0.019,0.7,0.006,77,29
2015,3,성동구,0.044,0.02,0.6,0.006,72,33
2015,3,성북구,0.038,0.021,0.6,0.008,64,27
2015,3,송파구,0.036,0.021,0.7,0.006,71,3
2015,3,신사동,0.038,0.01,0.8,0.007,75,28
2015,3,신촌,0.067,0.008,0.9,0.009,85,36
2015,3,양재대로,0.055,0.011,0.8,0.007,83,42
2015,3,양천구,0.046,0.02,0.5,0.007,66,25
2015,3,영등포,0.067,0.011,0.8,0.009,84,41
2015,3,영등포구,0.038,0.02,0.8,0.008,79,32
2015,3,용산구,0.043,0.019,0.5,0.006,63,25
2015,3,은평구,0.038,0.018,0.6,0.007,70,32
2015,3,종로,0.047,0.018,0.6,0.006,82,38
2015,3,종로구,0.041,0.02,0.4,0.008,79,27
2015,3,중구,0.044,0.022,0.5,0.007,72,34
2015,3,중랑구,0.045,0.023,0.7,0.007,73,31
2015,3,청계천,0.049,0.009,0.6,0.009,65,3
2015,3,청량리,0.055,0.013,0.7,0.008,68,4
2015,3,태릉,0.058,0.015,0.8,0.006,68,3
2015,2,강남구,0.04,0.017,0.5,0.006,85,33
2015,2,강동구,0.036,0.015,0.7,0.006,81,31
2015,2,강변북로,0.058,0.01,0.7,0.006,86,42
2015,2,강북구,0.032,0.016,0.4,0.006,82,25
2015,2,강서구,0.034,0.021,0.5,0.007,81,35
2015,2,공항로,0.033,0.011,0.8,0.007,107,27
2015,2,관악구,0.043,0.013,0.8,0.007,86,32
2015,2,광진구,0.034,0.016,0.8,0.006,88,28
2015,2,구로구,0.033,0.015,0.7,0.007,81,28
2015,2,금천구,0.034,0.014,0.7,0.007,78,28
2015,2,길동,0.046,0.011,0.8,0.006,90,27
2015,2,내부순환,0.042,0.018,0.7,0.008,92,31
2015,2,노원구,0.035,0.02,0.6,0.008,87,31
2015,2,도봉구,0.033,0.021,0.6,0.006,85,29
2015,2,동대문,0.044,0.013,0.6,0.008,80,4
2015,2,동대문구,0.037,0.016,0.7,0.007,82,26
2015,2,동작구,0.039,0.017,0.6,0.008,80,29
2015,2,동작대로,0.056,0.011,0.8,0.007,86,3
2015,2,마포구,0.04,0.016,0.7,0.006,88,31
2015,2,서대문구,0.037,0.02,0.5,0.005,86,33
2015,2,서울역,0.051,0.008,0.7,0.005,96,33
2015,2,서초구,0.031,0.014,0.7,0.006,92,34
2015,2,성동구,0.038,0.016,0.6,0.005,81,31
2015,2,성북구,0.035,0.016,0.7,0.007,71,28
2015,2,송파구,0.032,0.016,0.9,0.005,81,33
2015,2,신사동,0.032,0.008,0.8,0.006,90,31
2015,2,신촌,0.058,0.006,1,0.008,95,33
2015,2,양재대로,0.059,0.01,0.9,0.008,92,36
2015,2,양천구,0.039,0.016,0.6,0.007,80,31
2015,2,영등포,0.058,0.01,0.7,0.007,99,38
2015,2,영등포구,0.033,0.017,0.8,0.006,85,3
2015,2,용산구,0.037,0.015,0.5,0.006,79,28
2015,2,은평구,0.034,0.014,0.7,0.007,88,33
2015,2,종로,0.044,0.013,0.5,0.006,92,37
2015,2,종로구,0.038,0.016,0.4,0.007,98,3
2015,2,중구,0.039,0.016,0.8,0.008,85,27
2015,2,중랑구,0.039,0.018,0.7,0.007,88,31
2015,2,청계천,0.042,0.013,0.6,0.009,81,34
2015,2,청량리,0.049,0.01,0.8,0.008,78,38
2015,2,태릉,0.059,0.011,0.9,0.006,82,32
2015,1,강남구,0.041,0.011,0.6,0.007,49,26
2015,1,강동구,0.034,0.009,0.7,0.006,47,27
2015,1,강변북로,0.056,0.007,0.8,0.006,56,37
2015,1,강북구,0.034,0.012,0.5,0.007,48,22
2015,1,강서구,0.036,0.014,0.5,0.007,50,27
2015,1,공항로,0.032,0.008,0.9,0.007,73,3
2015,1,관악구,0.041,0.009,0.9,0.007,53,19
2015,1,광진구,0.034,0.011,0.8,0.006,50,24
2015,1,구로구,0.036,0.009,0.8,0.005,50,24
2015,1,금천구,0.037,0.009,0.8,0.007,47,27
2015,1,길동,0.047,0.007,0.8,0.006,57,26
2015,1,내부순환,0.044,0.012,0.7,0.009,54,24
2015,1,노원구,0.037,0.013,0.6,0.008,52,25
2015,1,도봉구,0.036,0.016,0.7,0.008,48,26
2015,1,동대문,0.043,0.01,0.6,0.008,50,33
2015,1,동대문구,0.038,0.011,0.8,0.008,48,22
2015,1,동작구,0.042,0.014,0.7,0.008,48,24
2015,1,동작대로,0.056,0.01,0.9,0.007,55,25
2015,1,마포구,0.041,0.01,0.7,0.006,52,26
2015,1,서대문구,0.049,0.013,0.6,0.005,47,24
2015,1,서울역,0.049,0.007,0.7,0.006,59,26
2015,1,서초구,0.032,0.009,0.8,0.006,55,28
2015,1,성동구,0.039,0.011,0.6,0.005,48,26
2015,1,성북구,0.036,0.013,0.8,0.008,41,23
2015,1,송파구,0.035,0.011,0.9,0.006,47,27
2015,1,신사동,0.038,0.006,1,0.006,55,26
2015,1,신촌,0.05,0.005,1.1,0.008,59,3
2015,1,양재대로,0.06,0.007,0.9,0.008,65,34
2015,1,양천구,0.043,0.01,0.7,0.007,50,23
2015,1,영등포,0.054,0.009,0.8,0.007,67,32
2015,1,영등포구,0.031,0.015,0.9,0.007,49,25
2015,1,용산구,0.038,0.01,0.6,0.006,45,23
2015,1,은평구,0.033,0.011,0.8,0.006,51,28
2015,1,종로,0.043,0.01,0.5,0.006,52,31
2015,1,종로구,0.037,0.011,0.4,0.006,54,24
2015,1,중구,0.031,0.012,0.7,0.008,47,21
2015,1,중랑구,0.04,0.012,0.7,0.007,49,26
2015,1,청계천,0.042,0.01,0.8,0.009,49,28
2015,1,청량리,0.05,0.007,0.9,0.009,54,37
2015,1,태릉,0.058,0.008,0.9,0.006,52,29
2014,12,강남구,0.037,0.012,0.5,0.006,44,22
2014,12,강동구,0.03,0.009,0.7,0.006,42,24
2014,12,강변북로,0.049,0.008,0.7,0.006,48,32
2014,12,강북구,0.032,0.012,0.5,0.006,43,19
2014,12,강서구,0.033,0.014,0.5,0.007,44,22
2014,12,공항로,0.032,0.008,0.9,0.007,62,29
2014,12,관악구,0.037,0.009,0.8,0.007,44,17
2014,12,광진구,0.03,0.01,0.7,0.006,43,2
2014,12,구로구,0.033,0.01,0.7,0.007,43,2
2014,12,금천구,0.032,0.01,0.7,0.007,41,23
2014,12,길동,0.044,0.007,0.9,0.008,56,26
2014,12,내부순환,0.045,0.01,0.7,0.01,48,23
2014,12,노원구,0.032,0.016,0.6,0.007,75,19
2014,12,도봉구,0.033,0.017,0.6,0.007,43,21
2014,12,동대문,0.039,0.01,0.5,0.008,42,3
2014,12,동대문구,0.034,0.011,0.9,0.006,42,19
2014,12,동작구,0.038,0.012,0.7,0.008,64,21
2014,12,동작대로,0.057,0.008,0.8,0.008,50,22
2014,12,마포구,0.033,0.01,0.7,0.006,45,22
2014,12,서대문구,0.044,0.012,0.6,0.006,42,21
2014,12,서울역,0.045,0.007,0.7,0.006,52,24
2014,12,서초구,0.03,0.009,0.7,0.007,48,24
2014,12,성동구,0.035,0.012,0.5,0.005,43,23
2014,12,성북구,0.033,0.012,0.7,0.008,49,2
2014,12,송파구,0.032,0.012,0.8,0.005,41,21
2014,12,신사동,0.037,0.007,1.4,0.006,52,23
2014,12,신촌,0.045,0.005,1,0.007,50,25
2014,12,양재대로,0.059,0.007,0.8,0.009,58,31
2014,12,양천구,0.041,0.01,0.6,0.007,43,21
2014,12,영등포,0.052,0.009,0.8,0.007,56,28
2014,12,영등포구,0.031,0.014,0.9,0.005,42,22
2014,12,용산구,0.034,0.01,0.5,0.006,41,19
2014,12,은평구,0.031,0.011,0.9,0.006,53,2
2014,12,종로,0.039,0.012,0.5,0.006,45,28
2014,12,종로구,0.035,0.011,0.5,0.006,48,21
2014,12,중구,0.029,0.012,0.8,0.007,43,19
2014,12,중랑구,0.038,0.013,0.7,0.007,44,23
2014,12,청계천,0.039,0.011,0.7,0.008,43,25
2014,12,청량리,0.048,0.008,0.8,0.008,48,33
2014,12,태릉,0.055,0.009,0.9,0.006,45,24
2014,11,강남구,0.041,0.012,0.4,0.006,44,23
2014,11,강동구,0.036,0.011,0.6,0.005,45,24
2014,11,강변북로,0.055,0.008,0.6,0.004,50,33
2014,11,강북구,0.036,0.012,0.4,0.006,44,21
2014,11,강서구,0.043,0.015,0.7,0.006,47,24
2014,11,공항로,0.036,0.007,0.9,0.006,67,29
2014,11,관악구,0.044,0.01,0.8,0.005,47,19
2014,11,광진구,0.037,0.012,0.7,0.005,50,2
2014,11,구로구,0.04,0.011,0.7,0.006,45,21
2014,11,금천구,0.036,0.011,0.7,0.007,42,26
2014,11,길동,0.047,0.007,0.7,0.005,53,18
2014,11,내부순환,0.044,0.013,0.6,0.008,49,23
2014,11,노원구,0.037,0.014,0.5,0.007,47,19
2014,11,도봉구,0.034,0.018,0.6,0.005,42,21
2014,11,동대문,0.047,0.009,0.5,0.008,46,31
2014,11,동대문구,0.041,0.012,0.8,0.006,43,21
2014,11,동작구,0.043,0.012,0.6,0.008,45,23
2014,11,동작대로,0.066,0.008,0.9,0.009,51,25
2014,11,마포구,0.041,0.012,0.7,0.005,46,23
2014,11,서대문구,0.047,0.013,0.5,0.005,42,2
2014,11,서울역,0.044,0.004,0.7,0.005,53,24
2014,11,서초구,0.035,0.011,0.7,0.005,51,25
2014,11,성동구,0.041,0.011,0.5,0.004,44,23
2014,11,성북구,0.041,0.012,0.6,0.003,41,2
2014,11,송파구,0.038,0.013,0.7,0.005,42,21
2014,11,신사동,0.049,0.007,0.7,0.005,51,23
2014,11,신촌,0.051,0.005,1,0.006,53,24
2014,11,양재대로,0.06,0.006,0.9,0.007,59,32
2014,11,양천구,0.045,0.012,0.6,0.006,44,23
2014,11,영등포,0.06,0.009,0.8,0.005,57,29
2014,11,영등포구,0.035,0.013,0.9,0.004,43,23
2014,11,용산구,0.039,0.011,0.5,0.006,44,21
2014,11,은평구,0.034,0.012,0.8,0.005,39,2
2014,11,종로,0.048,0.01,0.5,0.005,49,3
2014,11,종로구,0.038,0.012,0.5,0.006,50,24
2014,11,중구,0.037,0.014,0.8,0.007,43,2
2014,11,중랑구,0.041,0.013,0.7,0.006,46,24
2014,11,청계천,0.047,0.01,0.6,0.008,45,26
2014,11,청량리,0.052,0.008,0.8,0.006,50,34
2014,11,태릉,0.061,0.008,0.8,0.005,50,26
2014,10,강남구,0.039,0.016,0.4,0.005,33,18
2014,10,강동구,0.03,0.015,0.5,0.004,34,19
2014,10,강변북로,0.048,0.012,0.5,0.004,40,27
2014,10,강북구,0.031,0.016,0.4,0.005,33,16
2014,10,강서구,0.035,0.017,0.6,0.005,32,19
2014,10,공항로,0.032,0.013,0.6,0.005,48,19
2014,10,관악구,0.042,0.013,0.7,0.004,40,17
2014,10,광진구,0.031,0.019,0.5,0.004,37,16
2014,10,구로구,0.036,0.014,0.6,0.005,35,17
2014,10,금천구,0.032,0.018,0.5,0.006,30,21
2014,10,길동,0.042,0.011,0.6,0.004,41,11
2014,10,내부순환,0.054,0.011,0.6,0.007,42,22
2014,10,노원구,0.031,0.018,0.4,0.005,34,15
2014,10,도봉구,0.031,0.017,0.5,0.005,31,17
2014,10,동대문,0.049,0.011,0.6,0.006,38,28
2014,10,동대문구,0.04,0.016,0.5,0.005,33,18
2014,10,동작구,0.039,0.018,0.5,0.007,33,18
2014,10,동작대로,0.067,0.008,0.8,0.007,39,22
2014,10,마포구,0.038,0.017,0.5,0.004,35,19
2014,10,서대문구,0.044,0.021,0.5,0.005,31,16
2014,10,서울역,0.055,0.01,0.6,0.006,40,2
2014,10,서초구,0.033,0.016,0.5,0.004,34,19
2014,10,성동구,0.033,0.015,0.4,0.006,33,18
2014,10,성북구,0.034,0.015,0.5,0.003,32,18
2014,10,송파구,0.033,0.016,0.6,0.004,33,18
2014,10,신사동,0.047,0.009,0.4,0.005,39,18
2014,10,신촌,0.054,0.008,0.9,0.005,41,21
2014,10,양재대로,0.064,0.007,0.8,0.005,48,28
2014,10,양천구,0.042,0.017,0.5,0.006,34,17
2014,10,영등포,0.056,0.01,0.8,0.004,37,22
2014,10,영등포구,0.031,0.019,0.6,0.004,32,18
2014,10,용산구,0.035,0.017,0.3,0.005,32,17
2014,10,은평구,0.033,0.017,0.6,0.004,29,16
2014,10,종로,0.051,0.011,0.6,0.005,39,25
2014,10,종로구,0.037,0.016,0.4,0.005,37,21
2014,10,중구,0.036,0.015,0.5,0.005,34,15
2014,10,중랑구,0.033,0.021,0.5,0.005,34,17
2014,10,청계천,0.045,0.013,0.7,0.008,35,2
2014,10,청량리,0.049,0.01,0.6,0.003,40,26
2014,10,태릉,0.06,0.012,0.7,0.003,42,22
2014,9,강남구,0.033,0.021,0.4,0.005,28,17
2014,9,강동구,0.025,0.02,0.4,0.003,27,17
2014,9,강변북로,0.051,0.015,0.4,0.004,36,26
2014,9,강북구,0.025,0.022,0.3,0.004,29,15
2014,9,강서구,0.032,0.021,0.4,0.006,29,18
2014,9,공항로,0.032,0.018,0.7,0.006,42,2
2014,9,관악구,0.034,0.02,0.5,0.005,35,17
2014,9,광진구,0.023,0.026,0.4,0.004,30,15
2014,9,구로구,0.028,0.02,0.5,0.005,33,17
2014,9,금천구,0.027,0.02,0.4,0.006,28,19
2014,9,길동,0.04,0.014,0.4,0.003,28,15
2014,9,내부순환,0.041,0.018,0.5,0.005,34,19
2014,9,노원구,0.025,0.025,0.3,0.005,27,14
2014,9,도봉구,0.032,0.027,0.4,0.005,27,16
2014,9,동대문,0.048,0.015,0.4,0.005,32,2
2014,9,동대문구,0.032,0.021,0.4,0.002,28,18
2014,9,동작구,0.031,0.023,0.4,0.007,28,18
2014,9,동작대로,0.065,0.012,0.7,0.006,35,2
2014,9,마포구,0.031,0.023,0.5,0.004,31,18
2014,9,서대문구,0.026,0.028,0.3,0.004,28,15
2014,9,서울역,0.052,0.01,0.6,0.005,33,17
2014,9,서초구,0.029,0.022,0.4,0.004,30,17
2014,9,성동구,0.032,0.018,0.3,0.004,30,17
2014,9,성북구,0.026,0.021,0.4,0.003,27,15
2014,9,송파구,0.03,0.021,0.6,0.003,26,16
2014,9,신사동,0.039,0.014,0.7,0.004,34,17
2014,9,신촌,0.049,0.012,0.8,0.004,36,2
2014,9,양재대로,0.036,0.008,0.8,0.006,44,28
2014,9,양천구,0.032,0.023,0.4,0.006,29,17
2014,9,영등포,0.053,0.015,0.6,0.007,33,21
2014,9,영등포구,0.03,0.026,0.6,0.005,30,18
2014,9,용산구,0.029,0.022,0.4,0.005,28,16
2014,9,은평구,0.038,0.027,0.5,0.004,29,15
2014,9,종로,0.044,0.017,0.5,0.005,34,24
2014,9,종로구,0.03,0.024,0.3,0.005,27,18
2014,9,중구,0.038,0.021,0.3,0.004,29,13
2014,9,중랑구,0.026,0.028,0.4,0.005,28,16
2014,9,청계천,0.04,0.02,0.6,0.008,31,17
2014,9,청량리,0.047,0.014,0.5,0.004,35,24
2014,9,태릉,0.048,0.013,0.7,0.004,37,2
2014,8,강남구,0.027,0.024,0.4,0.005,29,19
2014,8,강동구,0.021,0.024,0.4,0.003,27,17
2014,8,강변북로,0.045,0.016,0.4,0.003,40,3
2014,8,강북구,0.02,0.027,0.3,0.004,30,18
2014,8,강서구,0.023,0.024,0.4,0.005,29,2
2014,8,공항로,0.033,0.019,0.7,0.006,44,22
2014,8,관악구,0.027,0.025,0.5,0.005,36,18
2014,8,광진구,0.019,0.029,0.4,0.004,31,17
2014,8,구로구,0.021,0.024,0.5,0.004,31,18
2014,8,금천구,0.02,0.021,0.4,0.005,29,2
2014,8,길동,0.036,0.017,0.4,0.004,33,2
2014,8,내부순환,0.038,0.018,0.5,0.004,35,2
2014,8,노원구,0.018,0.025,0.3,0.005,29,16
2014,8,도봉구,0.022,0.027,0.4,0.004,27,16
2014,8,동대문,0.046,0.015,0.5,0.005,33,26
2014,8,동대문구,0.026,0.026,0.4,0.002,29,19
2014,8,동작구,0.026,0.03,0.3,0.006,28,19
2014,8,동작대로,0.058,0.014,0.7,0.005,38,22
2014,8,마포구,0.025,0.024,0.5,0.004,30,18
2014,8,서대문구,0.023,0.03,0.2,0.004,29,19
2014,8,서울역,0.05,0.009,0.6,0.004,34,19
2014,8,서초구,0.026,0.025,0.4,0.003,30,19
2014,8,성동구,0.036,0.021,0.3,0.003,29,18
2014,8,성북구,0.024,0.023,0.4,0.003,28,17
2014,8,송파구,0.024,0.025,0.5,0.003,29,17
2014,8,신사동,0.034,0.012,0.8,0.004,36,2
2014,8,신촌,0.043,0.012,0.8,0.004,37,22
2014,8,양재대로,0.048,0.01,0.7,0.006,42,26
2014,8,양천구,0.025,0.024,0.4,0.005,29,18
2014,8,영등포,0.048,0.016,0.6,0.007,33,23
2014,8,영등포구,0.025,0.028,0.6,0.004,30,16
2014,8,용산구,0.025,0.024,0.4,0.005,29,19
2014,8,은평구,0.028,0.029,0.3,0.004,29,17
2014,8,종로,0.044,0.017,0.5,0.005,38,16
2014,8,종로구,0.026,0.026,0.4,0.005,27,18
2014,8,중구,0.032,0.022,0.4,0.002,29,13
2014,8,중랑구,0.024,0.028,0.4,0.005,30,17
2014,8,청계천,0.036,0.02,0.4,0.007,32,19
2014,8,청량리,0.044,0.017,0.5,0.004,37,24
2014,8,태릉,0.037,0.014,0.6,0.004,38,2
2014,7,강남구,0.026,0.032,0.4,0.006,38,26
2014,7,강동구,0.019,0.037,0.4,0.004,35,23
2014,7,강변북로,0.063,0.016,0.5,0.004,51,37
2014,7,강북구,0.023,0.036,0.3,0.005,39,28
2014,7,강서구,0.021,0.029,0.4,0.005,37,25
2014,7,공항로,0.029,0.026,0.7,0.005,47,29
2014,7,관악구,0.022,0.031,0.5,0.005,46,23
2014,7,광진구,0.02,0.038,0.7,0.004,41,23
2014,7,구로구,0.017,0.034,0.5,0.005,42,25
2014,7,금천구,0.019,0.028,0.2,0.005,37,26
2014,7,길동,0.038,0.025,0.4,0.004,41,24
2014,7,내부순환,0.035,0.033,0.4,0.004,43,28
2014,7,노원구,0.02,0.032,0.3,0.005,37,2
2014,7,도봉구,0.021,0.036,0.4,0.005,36,23
2014,7,동대문,0.046,0.02,0.5,0.006,40,3
2014,7,동대문구,0.024,0.038,0.4,0.005,38,23
2014,7,동작구,0.023,0.036,0.4,0.007,35,27
2014,7,동작대로,0.061,0.019,0.7,0.005,47,29
2014,7,마포구,0.023,0.032,0.5,0.005,40,23
2014,7,서대문구,0.022,0.038,0.4,0.005,39,22
2014,7,서울역,0.053,0.012,0.6,0.005,44,25
2014,7,서초구,0.02,0.033,0.4,0.005,39,27
2014,7,성동구,0.038,0.026,0.3,0.004,39,25
2014,7,성북구,0.025,0.03,0.4,0.003,35,21
2014,7,송파구,0.021,0.034,0.5,0.004,36,23
2014,7,신사동,0.043,0.031,0.4,0.005,44,26
2014,7,신촌,0.05,0.017,0.8,0.004,47,3
2014,7,양재대로,0.07,0.013,0.7,0.005,51,34
2014,7,양천구,0.021,0.031,0.4,0.006,39,24
2014,7,영등포,0.056,0.019,0.6,0.007,44,29
2014,7,영등포구,0.027,0.036,0.7,0.005,40,22
2014,7,용산구,0.026,0.033,0.5,0.005,38,26
2014,7,은평구,0.025,0.034,0.3,0.005,39,24
2014,7,종로,0.047,0.023,0.6,0.004,49,26
2014,7,종로구,0.026,0.033,0.3,0.006,36,26
2014,7,중구,0.032,0.031,0.2,0.003,39,2
2014,7,중랑구,0.025,0.038,0.4,0.005,39,23
2014,7,청계천,0.038,0.021,0.6,0.006,40,24
2014,7,청량리,0.047,0.026,0.5,0.004,46,32
2014,7,태릉,0.033,0.022,0.6,0.004,47,26
2014,6,강남구,0.029,0.034,0.4,0.006,39,24
2014,6,강동구,0.031,0.04,0.4,0.004,36,22
2014,6,강변북로,0.058,0.019,0.4,0.003,50,34
2014,6,강북구,0.024,0.037,0.3,0.005,38,25
2014,6,강서구,0.027,0.038,0.4,0.006,38,21
2014,6,공항로,0.034,0.026,0.6,0.006,52,26
2014,6,관악구,0.024,0.037,0.4,0.004,43,24
2014,6,광진구,0.021,0.042,0.5,0.003,41,2
2014,6,구로구,0.025,0.04,0.4,0.005,42,23
2014,6,금천구,0.022,0.031,0.3,0.005,38,27
2014,6,길동,0.042,0.026,0.4,0.004,43,22
2014,6,내부순환,0.039,0.033,0.4,0.005,41,21
2014,6,노원구,0.022,0.043,0.3,0.005,36,18
2014,6,도봉구,0.02,0.038,0.4,0.005,34,2
2014,6,동대문,0.047,0.022,0.5,0.005,40,28
2014,6,동대문구,0.026,0.038,0.5,0.005,38,21
2014,6,동작구,0.028,0.039,0.4,0.007,38,25
2014,6,동작대로,0.067,0.018,0.7,0.005,47,27
2014,6,마포구,0.024,0.035,0.5,0.004,40,21
2014,6,서대문구,0.024,0.039,0.4,0.004,38,2
2014,6,서울역,0.053,0.016,0.6,0.004,42,23
2014,6,서초구,0.026,0.037,0.4,0.005,39,24
2014,6,성동구,0.034,0.03,0.3,0.006,39,23
2014,6,성북구,0.027,0.033,0.4,0.003,34,19
2014,6,송파구,0.024,0.037,0.5,0.003,35,21
2014,6,신사동,0.052,0.032,0.5,0.005,44,24
2014,6,신촌,0.052,0.02,0.7,0.004,48,26
2014,6,양재대로,0.079,0.014,0.6,0.005,50,32
2014,6,양천구,0.024,0.038,0.3,0.006,39,23
2014,6,영등포,0.059,0.022,0.6,0.007,44,26
2014,6,영등포구,0.03,0.032,0.6,0.005,40,22
2014,6,용산구,0.03,0.035,0.5,0.005,37,23
2014,6,은평구,0.021,0.034,0.3,0.004,37,19
2014,6,종로,0.046,0.024,0.5,0.004,48,25
2014,6,종로구,0.028,0.035,0.2,0.005,36,23
2014,6,중구,0.033,0.036,0.2,0.003,38,19
2014,6,중랑구,0.026,0.041,0.4,0.005,39,21
2014,6,청계천,0.038,0.018,0.5,0.007,38,22
2014,6,청량리,0.049,0.026,0.5,0.004,44,31
2014,6,태릉,0.043,0.024,0.6,0.004,49,26
2014,5,강남구,0.033,0.045,0.4,0.007,63,31
2014,5,강동구,0.04,0.041,0.5,0.005,59,27
2014,5,강변북로,0.07,0.018,0.5,0.005,74,42
2014,5,강북구,0.03,0.043,0.3,0.006,62,27
2014,5,강서구,0.033,0.045,0.4,0.009,64,26
2014,5,공항로,0.035,0.03,0.7,0.007,80,32
2014,5,관악구,0.027,0.04,0.5,0.006,68,3
2014,5,광진구,0.026,0.045,0.5,0.005,68,26
2014,5,구로구,0.029,0.046,0.5,0.007,67,28
2014,5,금천구,0.026,0.037,0.4,0.006,59,28
2014,5,길동,0.047,0.031,0.5,0.006,66,24
2014,5,내부순환,0.04,0.041,0.5,0.007,63,24
2014,5,노원구,0.03,0.05,0.4,0.006,59,28
2014,5,도봉구,0.026,0.047,0.5,0.006,57,24
2014,5,동대문,0.052,0.026,0.5,0.008,68,33
2014,5,동대문구,0.031,0.045,0.6,0.006,64,26
2014,5,동작구,0.032,0.037,0.4,0.008,59,27
2014,5,동작대로,0.07,0.024,0.7,0.007,71,28
2014,5,마포구,0.031,0.039,0.5,0.007,68,29
2014,5,서대문구,0.031,0.038,0.5,0.006,65,27
2014,5,서울역,0.065,0.02,0.7,0.005,67,3
2014,5,서초구,0.029,0.043,0.5,0.006,63,27
2014,5,성동구,0.042,0.031,0.3,0.008,66,29
2014,5,성북구,0.036,0.037,0.4,0.005,59,23
2014,5,송파구,0.028,0.039,0.5,0.005,56,26
2014,5,신사동,0.052,0.03,0.5,0.006,66,28
2014,5,신촌,0.063,0.021,0.8,0.006,76,32
2014,5,양재대로,0.076,0.02,0.7,0.006,72,35
2014,5,양천구,0.03,0.034,0.4,0.007,64,28
2014,5,영등포,0.071,0.021,0.7,0.007,71,32
2014,5,영등포구,0.033,0.042,0.6,0.007,65,28
2014,5,용산구,0.037,0.033,0.5,0.006,61,25
2014,5,은평구,0.027,0.033,0.4,0.006,62,25
2014,5,종로,0.051,0.028,0.6,0.005,69,32
2014,5,종로구,0.034,0.041,0.4,0.007,59,26
2014,5,중구,0.038,0.037,0.5,0.007,63,25
2014,5,중랑구,0.032,0.048,0.5,0.006,65,26
2014,5,청계천,0.045,0.02,0.5,0.007,62,27
2014,5,청량리,0.053,0.028,0.5,0.007,61,36
2014,5,태릉,0.044,0.024,0.6,0.005,66,31
2014,4,강남구,0.042,0.034,0.5,0.006,60,33
2014,4,강동구,0.044,0.028,0.6,0.005,56,27
2014,4,강변북로,0.066,0.015,0.5,0.005,72,46
2014,4,강북구,0.033,0.027,0.3,0.005,57,31
2014,4,강서구,0.045,0.029,0.5,0.008,58,27
